Resource,Zone,LDS,Num_VRE_Bins,New_Build,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Resource_Type,region,cluster,VRE_Trans_Cost_per_MWyr,CCS_Rate,MGA,Can_Retire
ERC_PHDL_onshore_wind_turbine_1,3,0,1,0,588.0,0.0,0,0.0,0.0,0.0,8.773,None,294.0,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,ERC_PHDL,1,0.0,0.0,1,1
ERC_REST_onshore_wind_turbine_1,1,0,1,0,2812.8,0.0,0,0.0,0.0,0.0,9.21,None,234.4,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,ERC_REST,1,0.0,0.0,1,1
ERC_REST_solar_photovoltaic_1,1,0,1,0,6563.28,0.0,0,0.0,0.0,0.0,9.192,None,82.041,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,ERC_REST,1,0.0,0.0,1,1
ERC_WEST_onshore_wind_turbine_1,2,0,1,0,4276.202,0.0,0,0.0,0.0,0.0,9.21,None,305.443,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,ERC_WEST,1,0.0,0.0,1,1
ERC_WEST_solar_photovoltaic_1,2,0,1,0,7375.778,0.0,0,0.0,0.0,0.0,9.149,None,160.343,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,ERC_WEST,1,0.0,0.0,1,1
FRCC_solar_photovoltaic_1,4,0,1,0,5448.119,0.0,0,0.0,0.0,0.0,9.139,None,50.917,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,FRCC,1,0.0,0.0,1,1
MIS_AMSO_solar_photovoltaic_1,15,0,1,0,94.5,0.0,0,0.0,0.0,0.0,9.21,None,15.75,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_AMSO,1,0.0,0.0,1,1
MIS_AR_solar_photovoltaic_1,16,0,1,0,380.0,0.0,0,0.0,0.0,0.0,9.117,None,47.5,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_AR,1,0.0,0.0,1,1
MIS_D_MS_solar_photovoltaic_1,17,0,1,0,209.199,0.0,0,0.0,0.0,0.0,8.982,None,69.733,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_D_MS,1,0.0,0.0,1,1
MIS_IA_onshore_wind_turbine_1,8,0,1,0,329.4,0.0,0,0.0,0.0,0.0,9.202,None,65.88,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,MIS_IA,1,0.0,0.0,1,1
MIS_IA_solar_photovoltaic_1,8,0,1,0,191.696,0.0,0,0.0,0.0,0.0,9.197,None,23.962,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_IA,1,0.0,0.0,1,1
MIS_IL_onshore_wind_turbine_1,6,0,1,0,531.501,0.0,0,0.0,0.0,0.0,9.21,None,177.167,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,MIS_IL,1,0.0,0.0,1,1
MIS_IL_solar_photovoltaic_1,6,0,1,0,758.907,0.0,0,0.0,0.0,0.0,9.21,None,20.511,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_IL,1,0.0,0.0,1,1
MIS_INKY_onshore_wind_turbine_1,7,0,1,0,302.4,0.0,0,0.0,0.0,0.0,9.21,None,302.4,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,MIS_INKY,1,0.0,0.0,1,1
MIS_INKY_solar_photovoltaic_1,7,0,1,0,491.368,0.0,0,0.0,0.0,0.0,9.062,None,7.226,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_INKY,1,0.0,0.0,1,1
MIS_LA_solar_photovoltaic_1,18,0,1,0,50.0,0.0,0,0.0,0.0,0.0,9.21,None,50.0,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_LA,1,0.0,0.0,1,1
MIS_LMI_onshore_wind_turbine_1,10,0,1,0,533.5,0.0,0,0.0,0.0,0.0,9.21,None,266.75,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,MIS_LMI,1,0.0,0.0,1,1
MIS_LMI_solar_photovoltaic_1,10,0,1,0,624.0,0.0,0,0.0,0.0,0.0,9.162,None,16.0,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_LMI,1,0.0,0.0,1,1
MIS_MAPP_onshore_wind_turbine_1,5,0,1,0,173.6,0.0,0,0.0,0.0,0.0,9.16,None,86.8,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,MIS_MAPP,1,0.0,0.0,1,1
MIS_MIDA_onshore_wind_turbine_1,9,0,1,0,587.0,0.0,0,0.0,0.0,0.0,9.132,None,146.75,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,MIS_MIDA,1,0.0,0.0,1,1
MIS_MIDA_solar_photovoltaic_1,9,0,1,0,143.199,0.0,0,0.0,0.0,0.0,9.202,None,15.911,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_MIDA,1,0.0,0.0,1,1
MIS_MNWI_onshore_wind_turbine_1,13,0,1,0,400.0,0.0,0,0.0,0.0,0.0,9.21,None,200.0,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,MIS_MNWI,1,0.0,0.0,1,1
MIS_MNWI_solar_photovoltaic_1,13,0,1,0,1143.102,0.0,0,0.0,0.0,0.0,9.054,None,1.803,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_MNWI,1,0.0,0.0,1,1
MIS_MO_solar_photovoltaic_1,11,0,1,0,17.703,0.0,0,0.0,0.0,0.0,8.985,None,2.529,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_MO,1,0.0,0.0,1,1
MIS_WUMS_onshore_wind_turbine_1,12,0,1,0,72.8,0.0,0,0.0,0.0,0.0,9.21,None,72.8,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,MIS_WUMS,1,0.0,0.0,1,1
MIS_WUMS_solar_photovoltaic_1,12,0,1,0,629.902,0.0,0,0.0,0.0,0.0,9.205,None,24.227,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,MIS_WUMS,1,0.0,0.0,1,1
NENGREST_solar_photovoltaic_1,20,0,1,0,1547.348,0.0,0,0.0,0.0,0.0,9.049,None,2.783,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NENGREST,1,0.0,0.0,1,1
NENG_CT_solar_photovoltaic_1,19,0,1,0,327.874,0.0,0,0.0,0.0,0.0,9.146,None,5.653,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NENG_CT,1,0.0,0.0,1,1
NENG_ME_onshore_wind_turbine_1,21,0,1,0,15.3,0.0,0,0.0,0.0,0.0,9.21,None,15.3,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,NENG_ME,1,0.0,0.0,1,1
NENG_ME_solar_photovoltaic_1,21,0,1,0,325.299,0.0,0,0.0,0.0,0.0,9.208,None,17.121,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NENG_ME,1,0.0,0.0,1,1
NY_Z_A_onshore_wind_turbine_1,27,0,1,0,124.0,0.0,0,0.0,0.0,0.0,9.21,None,124.0,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,NY_Z_A,1,0.0,0.0,1,1
NY_Z_A_solar_photovoltaic_1,27,0,1,0,83.511,0.0,0,0.0,0.0,0.0,9.191,None,3.093,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NY_Z_A,1,0.0,0.0,1,1
NY_Z_B_onshore_wind_turbine_1,28,0,1,0,340.0,0.0,0,0.0,0.0,0.0,9.21,None,340.0,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,NY_Z_B,1,0.0,0.0,1,1
NY_Z_B_solar_photovoltaic_1,28,0,1,0,102.182,0.0,0,0.0,0.0,0.0,9.199,None,2.689,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NY_Z_B,1,0.0,0.0,1,1
NY_Z_C&E_onshore_wind_turbine_1,22,0,1,0,382.403,0.0,0,0.0,0.0,0.0,9.21,None,54.629,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,NY_Z_C&E,1,0.0,0.0,1,1
NY_Z_C&E_solar_photovoltaic_1,22,0,1,0,500.905,0.0,0,0.0,0.0,0.0,9.173,None,5.893,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NY_Z_C&E,1,0.0,0.0,1,1
NY_Z_D_solar_photovoltaic_1,29,0,1,0,29.204,0.0,0,0.0,0.0,0.0,9.18,None,2.086,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NY_Z_D,1,0.0,0.0,1,1
NY_Z_F_solar_photovoltaic_1,23,0,1,0,211.3,0.0,0,0.0,0.0,0.0,9.191,None,4.226,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NY_Z_F,1,0.0,0.0,1,1
NY_Z_G-I_solar_photovoltaic_1,24,0,1,0,115.884,0.0,0,0.0,0.0,0.0,9.184,None,1.998,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NY_Z_G-I,1,0.0,0.0,1,1
NY_Z_J_solar_photovoltaic_1,25,0,1,0,5.7,0.0,0,0.0,0.0,0.0,9.133,None,1.9,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NY_Z_J,1,0.0,0.0,1,1
NY_Z_K_solar_photovoltaic_1,26,0,1,0,128.593,0.0,0,0.0,0.0,0.0,8.916,None,5.591,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,NY_Z_K,1,0.0,0.0,1,1
PJM_AP_onshore_wind_turbine_1,34,0,1,0,115.0,0.0,0,0.0,0.0,0.0,9.21,None,115.0,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,PJM_AP,1,0.0,0.0,1,1
PJM_AP_solar_photovoltaic_1,34,0,1,0,213.808,0.0,0,0.0,0.0,0.0,9.126,None,7.636,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,PJM_AP,1,0.0,0.0,1,1
PJM_ATSI_solar_photovoltaic_1,36,0,1,0,368.1,0.0,0,0.0,0.0,0.0,9.159,None,18.405,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,PJM_ATSI,1,0.0,0.0,1,1
PJM_COMD_onshore_wind_turbine_1,35,0,1,0,93.0,0.0,0,0.0,0.0,0.0,9.21,None,93.0,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,PJM_COMD,1,0.0,0.0,1,1
PJM_COMD_solar_photovoltaic_1,35,0,1,0,160.632,0.0,0,0.0,0.0,0.0,9.142,None,2.328,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,PJM_COMD,1,0.0,0.0,1,1
PJM_Dom_solar_photovoltaic_1,37,0,1,0,3494.106,0.0,0,0.0,0.0,0.0,9.138,None,22.689,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,PJM_Dom,1,0.0,0.0,1,1
PJM_EMAC_solar_photovoltaic_1,31,0,1,0,1288.014,0.0,0,0.0,0.0,0.0,8.932,None,3.822,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,PJM_EMAC,1,0.0,0.0,1,1
PJM_PENE_solar_photovoltaic_1,38,0,1,0,43.299,0.0,0,0.0,0.0,0.0,9.21,None,14.433,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,PJM_PENE,1,0.0,0.0,1,1
PJM_SMAC_solar_photovoltaic_1,32,0,1,0,108.7,0.0,0,0.0,0.0,0.0,9.099,None,2.174,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,PJM_SMAC,1,0.0,0.0,1,1
PJM_WMAC_onshore_wind_turbine_1,30,0,1,0,80.0,0.0,0,0.0,0.0,0.0,9.21,None,80.0,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,PJM_WMAC,1,0.0,0.0,1,1
PJM_WMAC_solar_photovoltaic_1,30,0,1,0,41.301,0.0,0,0.0,0.0,0.0,9.006,None,3.177,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,PJM_WMAC,1,0.0,0.0,1,1
PJM_West_onshore_wind_turbine_1,33,0,1,0,449.8,0.0,0,0.0,0.0,0.0,9.21,None,224.9,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,PJM_West,1,0.0,0.0,1,1
PJM_West_solar_photovoltaic_1,33,0,1,0,1391.382,0.0,0,0.0,0.0,0.0,9.196,None,27.282,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,PJM_West,1,0.0,0.0,1,1
SPP_N_onshore_wind_turbine_1,45,0,1,0,1588.104,0.0,0,0.0,0.0,0.0,9.151,None,198.513,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,SPP_N,1,0.0,0.0,1,1
SPP_N_solar_photovoltaic_1,45,0,1,0,75.696,0.0,0,0.0,0.0,0.0,9.071,None,3.984,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,SPP_N,1,0.0,0.0,1,1
SPP_NEBR_onshore_wind_turbine_1,44,0,1,0,1057.1,0.0,0,0.0,0.0,0.0,9.21,None,211.42,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,SPP_NEBR,1,0.0,0.0,1,1
SPP_NEBR_solar_photovoltaic_1,44,0,1,0,27.104,0.0,0,0.0,0.0,0.0,9.071,None,2.464,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,SPP_NEBR,1,0.0,0.0,1,1
SPP_SPS_onshore_wind_turbine_1,47,0,1,0,1959.202,0.0,0,0.0,0.0,0.0,9.063,None,279.886,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,SPP_SPS,1,0.0,0.0,1,1
SPP_SPS_solar_photovoltaic_1,47,0,1,0,199.595,0.0,0,0.0,0.0,0.0,8.788,None,18.145,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,SPP_SPS,1,0.0,0.0,1,1
SPP_WAUE_onshore_wind_turbine_1,48,0,1,0,748.8,0.0,0,0.0,0.0,0.0,9.122,None,249.6,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,SPP_WAUE,1,0.0,0.0,1,1
SPP_WAUE_solar_photovoltaic_1,48,0,1,0,6.0,0.0,0,0.0,0.0,0.0,9.137,None,1.0,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,SPP_WAUE,1,0.0,0.0,1,1
SPP_WEST_onshore_wind_turbine_1,46,0,1,0,2798.397,0.0,0,0.0,0.0,0.0,9.179,None,310.933,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,SPP_WEST,1,0.0,0.0,1,1
SPP_WEST_solar_photovoltaic_1,46,0,1,0,82.206,0.0,0,0.0,0.0,0.0,9.128,None,4.567,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,SPP_WEST,1,0.0,0.0,1,1
S_C_KY_solar_photovoltaic_1,40,0,1,0,12.7,0.0,0,0.0,0.0,0.0,8.866,None,6.35,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,S_C_KY,1,0.0,0.0,1,1
S_C_TVA_solar_photovoltaic_1,42,0,1,0,1116.0,0.0,0,0.0,0.0,0.0,9.144,None,34.875,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,S_C_TVA,1,0.0,0.0,1,1
S_D_AECI_onshore_wind_turbine_1,41,0,1,0,96.2,0.0,0,0.0,0.0,0.0,9.21,None,96.2,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,S_D_AECI,1,0.0,0.0,1,1
S_D_AECI_solar_photovoltaic_1,41,0,1,0,2.8,0.0,0,0.0,0.0,0.0,8.773,None,2.8,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,S_D_AECI,1,0.0,0.0,1,1
S_SOU_solar_photovoltaic_1,43,0,1,0,4135.068,0.0,0,0.0,0.0,0.0,9.075,None,32.818,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,S_SOU,1,0.0,0.0,1,1
S_VACA_solar_photovoltaic_1,39,0,1,0,7068.908,0.0,0,0.0,0.0,0.0,9.049,None,9.086,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,S_VACA,1,0.0,0.0,1,1
WECC_AZ_onshore_wind_turbine_1,62,0,1,0,63.0,0.0,0,0.0,0.0,0.0,8.773,None,63.0,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,WECC_AZ,1,0.0,0.0,1,1
WECC_AZ_solar_photovoltaic_1,62,0,1,0,2896.2,0.0,0,0.0,0.0,0.0,8.955,None,24.135,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_AZ,1,0.0,0.0,1,1
WECC_CO_onshore_wind_turbine_1,60,0,1,0,453.999,0.0,0,0.0,0.0,0.0,9.21,None,151.333,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,WECC_CO,1,0.0,0.0,1,1
WECC_CO_solar_photovoltaic_1,60,0,1,0,1231.878,0.0,0,0.0,0.0,0.0,9.077,None,11.098,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_CO,1,0.0,0.0,1,1
WECC_ID_solar_photovoltaic_1,55,0,1,0,230.0,0.0,0,0.0,0.0,0.0,8.777,None,23.0,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_ID,1,0.0,0.0,1,1
WECC_IID_solar_photovoltaic_1,64,0,1,0,1943.216,0.0,0,0.0,0.0,0.0,8.947,None,44.164,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_IID,1,0.0,0.0,1,1
WECC_MT_onshore_wind_turbine_1,53,0,1,0,300.0,0.0,0,0.0,0.0,0.0,9.21,None,60.0,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,WECC_MT,1,0.0,0.0,1,1
WECC_MT_solar_photovoltaic_1,53,0,1,0,177.0,0.0,0,0.0,0.0,0.0,9.21,None,22.125,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_MT,1,0.0,0.0,1,1
WECC_NM_onshore_wind_turbine_1,63,0,1,0,1783.197,0.0,0,0.0,0.0,0.0,9.091,None,198.133,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,WECC_NM,1,0.0,0.0,1,1
WECC_NM_solar_photovoltaic_1,63,0,1,0,851.667,0.0,0,0.0,0.0,0.0,9.064,None,12.343,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_NM,1,0.0,0.0,1,1
WECC_NNV_solar_photovoltaic_1,56,0,1,0,1043.404,0.0,0,0.0,0.0,0.0,9.173,None,54.916,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_NNV,1,0.0,0.0,1,1
WECC_PNW_onshore_wind_turbine_1,59,0,1,0,328.5,0.0,0,0.0,0.0,0.0,9.121,None,82.125,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,WECC_PNW,1,0.0,0.0,1,1
WECC_PNW_solar_photovoltaic_1,59,0,1,0,1234.392,0.0,0,0.0,0.0,0.0,9.155,None,10.828,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_PNW,1,0.0,0.0,1,1
WECC_SCE_onshore_wind_turbine_1,52,0,1,0,391.599,0.0,0,0.0,0.0,0.0,9.04,None,43.511,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,WECC_SCE,1,0.0,0.0,1,1
WECC_SCE_solar_photovoltaic_1,52,0,1,0,9749.312,0.0,0,0.0,0.0,0.0,8.997,None,22.208,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_SCE,1,0.0,0.0,1,1
WECC_SNV_solar_photovoltaic_1,57,0,1,0,3392.424,0.0,0,0.0,0.0,0.0,9.014,None,64.008,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_SNV,1,0.0,0.0,1,1
WECC_UT_solar_photovoltaic_1,58,0,1,0,1982.288,0.0,0,0.0,0.0,0.0,9.021,None,45.052,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_UT,1,0.0,0.0,1,1
WECC_WY_onshore_wind_turbine_1,61,0,1,0,3503.202,0.0,0,0.0,0.0,0.0,9.21,None,583.867,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,WECC_WY,1,0.0,0.0,1,1
WECC_WY_solar_photovoltaic_1,61,0,1,0,172.0,0.0,0,0.0,0.0,0.0,9.21,None,86.0,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WECC_WY,1,0.0,0.0,1,1
WEC_BANC_solar_photovoltaic_1,54,0,1,0,313.404,0.0,0,0.0,0.0,0.0,9.024,None,7.644,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WEC_BANC,1,0.0,0.0,1,1
WEC_CALN_onshore_wind_turbine_1,49,0,1,0,61.8,0.0,0,0.0,0.0,0.0,9.21,None,15.45,0.0,0.0,0.0,0.0,0,0,Onshore Wind Turbine,WEC_CALN,1,0.0,0.0,1,1
WEC_CALN_solar_photovoltaic_1,49,0,1,0,4862.294,0.0,0,0.0,0.0,0.0,8.983,None,22.721,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WEC_CALN,1,0.0,0.0,1,1
WEC_LADW_solar_photovoltaic_1,50,0,1,0,937.746,0.0,0,0.0,0.0,0.0,8.949,None,7.947,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WEC_LADW,1,0.0,0.0,1,1
WEC_SDGE_solar_photovoltaic_1,51,0,1,0,182.496,0.0,0,0.0,0.0,0.0,8.995,None,5.703,0.0,0.0,0.0,0.0,0,0,Solar Photovoltaic,WEC_SDGE,1,0.0,0.0,1,1
ERC_REST_offshorewind_class10_moderate_floating_0_1,1,0,1,1,0.0,10146.0,0,267419.4896,56095.98976,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,OffShoreWind_Class10_Moderate_floating_0,ERC_REST,1,0.0,0.0,1,1
ERC_REST_utilitypv_class1_moderate_0_2_1,1,0,1,1,0.0,3.999844245e6,0,35360.53058,15390.48615,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,UtilityPV_Class1_Moderate_0.2,ERC_REST,1,4776.194404,0.0,1,1
ERC_REST_utilitypv_class1_moderate_0_2_2,1,0,1,1,0.0,4.206231815e6,0,35360.53058,15390.48615,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,UtilityPV_Class1_Moderate_0.2,ERC_REST,2,10961.99741,0.0,1,1
ERC_REST_utilitypv_class1_moderate_0_2_3,1,0,1,1,0.0,662312.0284,0,35360.53058,15390.48615,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,UtilityPV_Class1_Moderate_0.2,ERC_REST,3,23726.21044,0.0,1,1
ERC_REST_landbasedwind_class4_moderate_1,1,0,1,1,0.0,205899.9469,0,57918.29494,34568.125,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,LandbasedWind_Class4_Moderate_,ERC_REST,1,7504.775489,0.0,1,1
ERC_REST_landbasedwind_class4_moderate_2,1,0,1,1,0.0,218644.0481,0,57918.29494,34568.125,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,LandbasedWind_Class4_Moderate_,ERC_REST,2,8765.226279,0.0,1,1
